universite_code;etablissement_code;domain_code;diplome_code;speciality;group;diplomes_M;diplomes_F;diplomes_total
3;306;22;3;العربية: اللغة و الأداب و الحضارة;آداب عربية;1;19;20
3;306;22;10;الفلسفة(فلسفة التنوير والحداثة);فلسفة;12;8;20
3;306;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;1;19;20
3;306;22;13;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;0;2;2
3;306;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;0;8;8
3;306;22;3;انقليزية;آداب إنقليزية;3;23;26
3;306;22;3;علم الاجتماع;تراث وعلم الآثار;7;81;88
3;306;34;3;علم النفس;علم النفس;16;69;85
3;306;34;11;علم النفس العصبي السريري;علم النفس;0;5;5
3;306;34;11;علم نفس الشغل;علم النفس;1;7;8
3;306;22;3;فلسفة;فلسفة;8;36;44
3;306;22;13;فلسفة;فلسفة;4;0;4
3;306;22;3;لغة الإشارات;ترجمة ولغات مطبقة;1;16;17
3;305;81;11;-ادارة المخاطر و السنديانية في البيئة;حماية البيئة;0;12;12
3;305;81;11;ادارة المخاطر و السنديانية في البيوتكنولوجيا;حماية البيئة;0;12;12
3;305;43;10;البيولوجية الجزئية الخلايا و البيوتكنولوجية:الجراثيم و التعفن;علوم بيولوجيا;0;8;8
3;305;43;3;التصرف في الموارد البيولوجية وتثمينها;علوم بيولوجيا;1;19;20
3;305;43;3;بيوتكنولوجيا نباتية;علوم بيولوجيا;3;11;14
3;305;43;3;بيوتكنولوجية الكائنات الدقيقة;علوم بيولوجيا;3;38;41
3;305;43;3;بيوتكنولوجية مراقبة جودة الأغذية و حفظ الصحة;علوم بيولوجيا;0;32;32
3;305;81;11;تكنولوجيا الأحياء و البيئة :اختصاص : هندسة بيئية;حماية البيئة;2;7;9
3;305;81;3;علوم الأحياء و المحيط : إدارة الجودة السلامة و المحيط;حماية البيئة;0;25;25
3;305;81;3;معالجة وتثمين النفايات;حماية البيئة;0;14;14
3;303;32;10;قانون دولى إنساني وحقوق الإنسان;قانون عام;0;4;4
3;303;32;11;القانون البنكي والمالي;قانون المؤسسات;0;3;3
3;303;32;10;القانون المقارن;قانون خاص وعلوم إجرامية;0;1;1
3;303;32;11;القانون والرياضة;قانون خاص وعلوم إجرامية;0;1;1
3;303;32;11;المختص في الجماعات المحلية;قانون عام;0;2;2
3;303;32;10;علوم جنائية;قانون خاص وعلوم إجرامية;0;10;10
3;303;32;13;علوم سياسية;حقوق;10;2;12
3;303;32;11;قانون الأعمال;قانون المؤسسات;3;6;9
3;303;32;11;قانون الاعمال الدولي;قانون خاص وعلوم إجرامية;1;1;2
3;303;32;11;قانون الشؤون العقارية;قانون خاص وعلوم إجرامية;2;5;7
3;303;32;3;قانون خاص;قانون خاص وعلوم إجرامية;74;269;343
3;303;32;13;قانون خاص;قانون خاص وعلوم إجرامية;11;5;16
3;303;32;10;قانون خاص;قانون خاص وعلوم إجرامية;6;10;16
3;303;32;3;قانون عام;قانون عام;13;34;47
3;303;32;13;قانون عام;قانون عام;6;6;12
3;303;32;10;قانون عام;قانون عام;6;9;15
3;304;71;7;طب;الطب;133;298;431
3;302;31;11;الأتصال التسويقي والرقمي;تصرف;12;18;30
3;302;31;11;- ادارة الاعمال الرقمية والابتكار;تصرف;8;22;30
3;302;31;3;إدارة الأعمال;تصرف;49;55;104
3;302;31;13;إدارة الأعمال;تصرف;1;4;5
3;302;31;10;إدارة الأعمال;تصرف;3;15;18
3;302;42;3;إعلامية التصرف : ذكاء الأعمال;إعلامية تصرف;44;70;114
3;302;34;10;إقتصاد نقدي وبنكي;علوم اقتصادية;6;17;23
3;302;34;10;اقتصاد التنمية;علوم اقتصادية;2;5;7
3;302;22;10;اقتصاد و مالية دولية;الشريعة وأصول الدين;2;11;13
3;302;31;11;الأعمال التجارية الدولية;تصرف;13;39;52
3;302;34;3;الإقتصاد: نقد مالية وبنك و تأمين;علوم اقتصادية;11;44;55
3;302;34;11;الادارة الاقتصادية والاجتماعية: التخطيط التربوي;علوم اقتصادية;10;13;23
3;302;34;10;الاقتصاد الكمي;اقتصاد كمّي;7;4;11
3;302;34;3;التجارة و المالية الدولية;علوم اقتصادية;22;45;67
3;302;34;3;التحليل و السياسة الإقتصادية;علوم اقتصادية;7;37;44
3;302;34;10;التحليل و السياسة الإقتصادية;علوم اقتصادية;2;3;5
3;302;31;11;التقييم والتصرف في المخاطر في المالية والتأمين;تصرف;12;22;34
3;302;34;13;العلوم الاقتصادية والتصرف;علوم اقتصادية;8;10;18
3;302;31;3;المالية;تصرف;25;76;101
3;302;31;13;المالية;تصرف;8;15;23
3;302;31;10;المالية;تصرف;4;25;29
3;302;31;3;تسويق;تصرف;37;58;95
3;302;31;13;تسويق;تصرف;4;6;10
3;302;31;10;تسويق;تصرف;3;9;12
3;302;31;11;تسويق التوزيع;تصرف;6;11;17
3;302;31;11;ريادة الأعمال وادارة المشاريع;تصرف;7;17;24
3;302;31;3;محاسبة;محاسبة;21;63;84
3;302;31;10;محاسبة;محاسبة;5;9;14
3;302;31;11;محاسبة;محاسبة;10;39;49
3;302;34;3;هندسة الاقتصادية والمالية;علوم اقتصادية;14;40;54
3;302;42;11;هندسة المعلومات للتصرف في المؤسسات;إعلامية تصرف;11;21;32
3;301;44;5;العلوم الجيولوجيا;علوم جيولوجيا;5;12;17
3;301;53;11;تكنولوجيا الطاقات المتجددة وتطبيقاتها;هندسة موارد بيئية;6;6;12
3;301;44;11;أنظمة المعلومات الجغرافية والاستشعار عن بعد المطبقة في علوم الأرض;علوم جيولوجيا;5;13;18
3;301;42;5;إعلامية;إعلامية;42;52;94
3;301;42;13;إعلامية;إعلامية;9;16;25
3;301;43;10;استكشاف وتثمين الموارد المعدنية;علوم بيولوجيا;2;3;5
3;301;53;5;الإلكترونيك;هندسة الإلكتروميكانيك والميكاترونيك;0;16;16
3;301;53;13;الإلكترونيك;هندسة الإلكتروميكانيك والميكاترونيك;8;7;15
3;301;53;3;الإلكترونيك والكهروتقنية والآلية;هندسة صناعية والكترونيك وآلية;40;20;60
3;301;53;10;الإلكترونيك والكهروتقنية والآلية;هندسة صناعية والكترونيك وآلية;7;13;20
3;301;44;11;التحاليل الفيزيوكيميائية والبيئة;فيزياء;2;15;17
3;301;44;10;التراكيب والنماذج الجيولوجية;علوم جيولوجيا;3;6;9
3;301;62;10;التصرف المندمج للمياه والفلاحة المستدامة;علوم فلاحية;0;8;8
3;301;43;10;التصرف في الموارد البيولوجية والتنمية المستديمة;علوم بيولوجيا;1;5;6
3;301;43;3;التصرف في الموارد البيولوجية وتثمينها;علوم بيولوجيا;2;17;19
3;301;43;11;التكنولوجيات الخلوية والجزيئية المطبقة علــى المجالات البيولوجيةـ الحيوية;علوم بيولوجيا;0;11;11
3;301;44;10;الجيوفيزياء المطبقة;علوم جيولوجيا;4;5;9
3;301;44;13;الجيولوجيا;علوم جيولوجيا;9;14;23
3;301;41;3;الرياضيات : الرياضيات والإعلامية;الرياضيات;9;15;24
3;301;41;3;الرياضيات التطبيقية;الرياضيات;14;16;30
3;301;43;10;العلوم العصبية و البيوتكنولوجيا;علوم بيولوجيا;4;14;18
3;301;44;3;الفيزياء;فيزياء;5;23;28
3;301;44;13;الفيزياء;فيزياء;15;22;37
3;301;44;3;الفيزياء و الطاقة;فيزياء;2;11;13
3;301;43;10;الفيزيولوجيا الخلوية والانتاجية النباتية;علوم بيولوجيا;2;15;17
3;301;44;13;الكيمياء;كيمياء;5;41;46
3;301;44;3;الكيمياء : علم الأحياء;كيمياء;2;18;20
3;301;44;3;الكيمياء : كيمياء المواد;كيمياء;3;18;21
3;301;44;5;الكيمياء التحلبلبة و الأدوية;كيمياء;1;21;22
3;301;44;3;الكيمياء الدقيقة;كيمياء;2;19;21
3;301;41;10;المعادلات ذات المشتقات الجزيئية و تطبيقات;الرياضيات;3;0;3
3;301;44;3;الموارد الجيولوجية الطاقية;علوم جيولوجيا;7;16;23
3;301;44;3;الموارد الجيولوجية والمحيط;علوم جيولوجيا;6;16;22
3;301;41;10;النمذجة الرياضية والحساب العلمي;الرياضيات;0;6;6
3;301;44;10;الننوفيزياء و الننوتكنلوجيا;فيزياء;1;12;13
3;301;43;10;بيوكيمياء وتكنوبيولوجيا;علوم بيولوجيا;1;20;21
3;301;43;13;بيولوجيا;علوم بيولوجيا;7;63;70
3;301;44;3;جغرفة رقمية(أرض وتهيأة);فيزياء;10;27;37
3;301;44;10;جيولوجيا مطبقة على المحيط;علوم جيولوجيا;0;9;9
3;301;81;11;حفظ الصحة والسلامة المطبقتين;حماية البيئة;2;15;17
3;301;44;10;دراسة الأحواض وتشخيص الخزانات;علوم جيولوجيا;2;4;6
3;301;41;1;رياضيات;الرياضيات;8;11;19
3;301;41;3;رياضيات;الرياضيات;8;11;19
3;301;41;13;رياضيات;الرياضيات;6;14;20
3;301;44;11;طبوغرافيا ومشاريع اقليمية;علوم جيولوجيا;4;2;6
3;301;81;10;علم البيئة التطوري والوظيفي;حماية البيئة;0;8;8
3;301;43;10;علم الوراثة والمناعة والتطبيقات المبتكرة;علوم بيولوجيا;1;8;9
3;301;43;3;علوم الأحياء و المحيط التصرف و تثمين الموارد البيولوجية;علوم بيولوجيا;2;17;19
3;301;44;10;علوم الأرض: الجيولوجيا المائية، الجيوتقنية والتهيأة;علوم جيولوجيا;2;3;5
3;301;42;3;علوم الاعلامية;إعلامية;65;46;111
3;301;42;10;علوم الاعلامية;إعلامية;6;9;15
3;301;44;3;علوم الجيوماتيك و التطبيقات : الجيوماتيك المطبقة على علوم الأرض;علوم جيولوجيا;12;16;28
