code_universite;code_etablissement;code_domaine;inscrits_f;inscrits_m;annee
2;208;21;10;6;2021
2;208;83;22;4;2021
2;208;83;21;4;2021
2;208;11;31;7;2021
2;208;11;30;3;2021
2;208;83;24;14;2021
2;208;11;30;12;2021
2;208;11;26;4;2021
2;207;22;99;63;2021
2;207;22;71;26;2021
2;207;22;22;3;2021
2;207;22;39;12;2021
2;207;22;39;6;2021
2;206;22;3;1;2021
2;206;22;10;6;2021
2;206;11;145;19;2021
2;206;11;154;13;2021
2;206;11;190;23;2021
2;205;21;16;20;2021
2;205;21;3;8;2021
2;205;21;18;13;2021
2;205;21;6;2;2021
2;205;21;12;13;2021
2;205;21;6;1;2021
2;205;21;14;11;2021
2;205;21;7;10;2021
2;205;21;3;9;2021
2;205;21;1;5;2021
2;205;21;3;1;2021
2;205;21;6;4;2021
2;205;21;2;1;2021
2;204;21;109;17;2021
2;204;21;45;19;2021
2;204;21;71;10;2021
2;204;21;22;14;2021
2;204;21;37;22;2021
2;204;21;67;4;2021
2;204;21;23;9;2021
2;204;21;26;6;2021
2;204;21;14;1;2021
2;204;21;9;1;2021
2;204;21;24;5;2021
2;204;21;44;12;2021
2;204;21;64;6;2021
2;204;21;19;11;2021
2;204;21;8;3;2021
2;204;21;2;5;2021
2;204;21;7;1;2021
2;204;21;5;0;2021
2;204;21;12;2;2021
2;204;21;6;4;2021
2;204;21;21;2;2021
2;204;21;8;2;2021
2;204;21;7;0;2021
2;204;21;6;1;2021
2;204;21;12;2;2021
2;204;21;10;3;2021
2;204;21;3;2;2021
2;204;21;26;8;2021
2;204;21;19;2;2021
2;204;21;5;1;2021
2;204;21;9;3;2021
2;204;21;17;0;2021
2;204;21;11;1;2021
2;204;21;7;0;2021
2;204;21;2;1;2021
2;204;21;8;2;2021
2;204;21;15;5;2021
2;204;21;2;2;2021
2;204;21;7;4;2021
2;204;21;16;1;2021
2;204;21;6;0;2021
2;204;21;6;0;2021
2;204;21;6;0;2021
2;204;21;14;4;2021
2;204;21;11;3;2021
2;204;21;12;4;2021
2;204;21;7;2;2021
2;204;21;7;1;2021
2;202;22;16;4;2021
2;202;22;6;2;2021
2;202;22;13;0;2021
2;202;21;7;0;2021
2;202;22;8;1;2021
2;202;22;12;2;2021
2;202;83;24;6;2021
2;202;83;22;5;2021
2;202;22;18;1;2021
2;202;22;14;1;2021
2;202;22;3;0;2021
2;202;22;38;4;2021
2;202;22;11;1;2021
2;202;22;13;0;2021
2;202;22;3;0;2021
2;214;22;8;3;2021
2;214;22;6;1;2021
2;214;34;5;0;2021
2;214;22;4;1;2021
2;214;22;8;1;2021
2;214;22;24;1;2021
2;214;22;8;2;2021
2;214;22;2;2;2021
2;214;34;2;2;2021
2;214;22;4;2;2021
2;214;22;8;0;2021
2;214;22;20;2;2021
2;214;22;17;3;2021
2;214;22;0;0;2021
2;214;34;0;0;2021
2;214;22;6;1;2021
2;214;22;0;0;2021
2;214;22;20;3;2021
2;201;22;181;48;2021
2;201;22;82;24;2021
2;201;22;116;30;2021
2;201;22;64;24;2021
2;201;22;105;33;2021
2;201;22;64;23;2021
2;201;22;123;20;2021
2;201;22;29;0;2021
2;201;22;66;7;2021
2;201;34;17;7;2021
2;201;34;30;13;2021
2;201;34;27;4;2021
2;201;34;9;2;2021
2;201;52;8;1;2021
2;201;52;9;3;2021
2;201;22;19;7;2021
2;201;22;22;9;2021
2;201;22;6;0;2021
2;201;22;70;41;2021
2;201;22;59;22;2021
2;201;22;13;7;2021
2;201;22;21;9;2021
2;201;34;132;16;2021
2;201;34;59;8;2021
2;201;34;70;13;2021
2;201;34;5;0;2021
2;201;34;106;15;2021
2;201;34;45;2;2021
2;201;34;118;29;2021
2;201;34;9;4;2021
2;201;34;25;1;2021
2;201;34;0;6;2021
2;201;22;29;11;2021
2;201;22;37;9;2021
2;201;22;36;2;2021
2;201;22;24;5;2021
2;201;22;19;7;2021
2;201;22;17;13;2021
2;201;22;59;33;2021
2;201;22;12;7;2021
2;201;34;23;12;2021
2;201;34;18;6;2021
2;201;34;7;5;2021
2;201;22;4;1;2021
2;201;22;13;0;2021
2;201;22;53;4;2021
2;201;22;12;0;2021
2;201;34;38;25;2021
2;201;34;19;7;2021
2;201;52;22;11;2021
2;201;52;17;11;2021
2;201;34;13;5;2021
2;201;34;10;2;2021
2;201;22;15;16;2021
2;201;22;6;4;2021
2;201;22;8;6;2021
2;201;22;41;18;2021
2;201;22;16;9;2021
2;201;22;14;4;2021
2;201;22;16;11;2021
2;201;22;4;5;2021
2;201;34;21;0;2021
2;201;34;18;1;2021
2;201;34;19;0;2021
2;201;34;19;2;2021
2;201;34;2;2;2021
2;201;34;16;0;2021
2;201;34;18;0;2021
2;201;34;9;1;2021
2;201;34;10;2;2021
2;201;11;45;10;2021
2;201;11;11;10;2021
2;201;22;21;3;2021
2;201;22;9;0;2021
2;201;22;27;6;2021
2;201;34;49;19;2021
2;201;34;29;9;2021
2;201;34;78;29;2021
2;201;34;16;8;2021
2;201;34;12;10;2021
2;201;22;7;12;2021
2;201;22;2;6;2021
2;201;22;12;8;2021
2;201;22;2;9;2021
2;201;22;1;0;2021
2;201;34;0;1;2021
2;201;34;4;3;2021
2;201;34;2;1;2021
2;201;34;2;0;2021
2;201;22;1;1;2021
2;201;22;7;0;2021
2;201;22;6;0;2021
2;201;22;2;0;2021
2;201;22;4;0;2021
2;201;34;3;5;2021
2;201;34;5;5;2021
2;201;34;3;2;2021
2;201;34;1;0;2021
2;201;22;11;11;2021
2;201;22;15;12;2021
2;201;22;12;11;2021
2;201;22;2;1;2021
2;201;22;8;4;2021
2;201;22;0;5;2021
2;201;22;4;7;2021
2;201;22;0;4;2021
2;201;22;1;0;2021
2;201;34;5;1;2021
2;201;34;1;4;2021
2;201;34;0;3;2021
2;201;34;1;1;2021
2;201;11;2;10;2021
2;201;11;7;8;2021
2;201;11;2;6;2021
2;201;11;0;4;2021
2;201;11;2;0;2021
2;201;34;15;2;2021
2;201;34;11;12;2021
2;201;34;6;4;2021
2;201;34;6;3;2021
2;201;34;3;2;2021
2;201;34;1;0;2021
2;201;22;2;0;2021
1;102;22;11;12;2021
1;102;22;9;9;2021
1;102;22;6;12;2021
1;102;22;6;11;2021
1;102;22;1;5;2021
1;102;22;4;6;2021
1;102;22;9;6;2021
1;102;22;16;10;2021
1;102;22;12;14;2021
1;102;22;3;7;2021
1;102;22;10;9;2021
1;102;22;67;44;2021
1;102;22;12;8;2021
1;102;22;4;10;2021
1;102;22;4;10;2021
1;102;22;13;12;2021
1;102;22;6;7;2021
1;102;22;8;13;2021
1;102;22;18;8;2021
1;102;22;15;6;2021
1;102;22;8;3;2021
1;102;22;9;1;2021
1;102;22;11;1;2021
1;101;22;90;34;2021
1;101;22;12;3;2021
1;101;22;9;2;2021
1;101;22;13;1;2021
1;101;22;8;7;2021
1;101;22;26;12;2021
1;101;22;29;4;2021
1;101;22;30;9;2021
1;101;22;31;3;2021
1;101;22;13;1;2021
1;101;22;13;1;2021
1;101;22;22;6;2021
1;101;22;22;5;2021
1;101;22;24;10;2021
1;101;22;20;2;2021
1;101;22;23;8;2021
1;101;22;5;14;2021
1;101;22;5;5;2021
1;101;22;14;18;2021
1;101;22;18;14;2021
1;101;22;10;10;2021
1;101;22;3;11;2021
1;101;22;21;13;2021
1;101;22;10;13;2021
1;101;22;19;2;2021
1;101;22;14;0;2021
1;101;11;24;1;2021
1;101;11;22;7;2021
1;101;22;15;9;2021
1;101;22;9;11;2021
1;101;31;25;4;2021
1;101;31;16;3;2021
1;101;22;14;10;2021
1;101;22;9;12;2021
1;101;31;30;11;2021
1;101;31;17;7;2021
1;103;22;56;28;2021
1;103;22;15;12;2021
1;103;22;20;8;2021
1;103;22;20;8;2021
1;103;22;21;15;2021
1;103;22;28;7;2021
8;816;71;40;3;2021
8;816;71;31;6;2021
8;816;71;8;23;2021
8;816;71;12;2;2021
8;816;71;22;10;2021
8;816;71;40;0;2021
8;816;71;26;7;2021
8;816;71;29;3;2021
8;816;71;19;2;2021
8;816;71;30;6;2021
8;816;71;18;1;2021
8;816;71;36;0;2021
8;816;71;29;3;2021
8;816;71;28;6;2021
8;816;71;27;5;2021
8;816;71;21;4;2021
8;816;71;28;8;2021
8;816;71;33;0;2021
8;815;51;3;1;2021
8;815;51;6;0;2021
8;815;51;8;0;2021
8;815;51;4;2;2021
8;815;53;2;2;2021
8;815;53;6;2;2021
8;815;53;7;1;2021
8;815;53;4;3;2021
8;815;53;15;6;2021
8;815;53;16;5;2021
8;815;53;3;1;2021
8;815;53;2;3;2021
8;815;53;6;3;2021
8;815;53;16;2;2021
8;815;53;10;1;2021
8;815;53;10;2;2021
8;815;53;8;16;2021
8;815;53;8;8;2021
8;815;53;4;4;2021
8;815;53;4;8;2021
8;815;51;11;4;2021
8;815;51;13;1;2021
8;815;53;5;6;2021
8;815;53;9;6;2021
8;815;53;23;40;2021
8;815;53;4;14;2021
8;815;53;6;6;2021
8;815;53;4;9;2021
8;815;53;24;38;2021
8;815;53;34;39;2021
8;815;53;28;27;2021
8;815;53;2;5;2021
8;815;53;2;6;2021
8;815;51;48;16;2021
8;815;51;39;5;2021
8;815;51;10;4;2021
8;815;51;9;5;2021
8;815;53;40;27;2021
8;815;53;35;24;2021
8;815;53;10;5;2021
8;815;53;13;5;2021
8;815;53;8;9;2021
8;815;53;9;5;2021
8;815;53;9;6;2021
8;815;53;9;5;2021
8;815;53;9;5;2021
8;815;51;5;1;2021
8;815;53;6;7;2021
8;815;53;5;5;2021
8;815;53;13;3;2021
8;815;51;11;3;2021
8;814;53;96;105;2021
8;814;53;115;57;2021
8;814;53;63;162;2021
8;814;53;93;90;2021
8;814;53;77;40;2021
8;814;53;55;127;2021
8;807;21;31;7;2021
8;807;21;47;11;2021
8;807;21;63;13;2021
8;807;21;13;6;2021
8;807;21;14;6;2021
8;807;21;9;3;2021
8;807;21;6;4;2021
8;807;21;16;2;2021
8;807;21;12;3;2021
8;807;21;12;3;2021
8;807;21;16;2;2021
8;807;21;20;1;2021
8;807;21;16;2;2021
8;807;21;31;6;2021
8;807;21;30;4;2021
8;807;21;13;0;2021
8;807;21;12;5;2021
8;807;21;12;5;2021
8;811;43;14;1;2021
8;811;43;12;0;2021
8;811;43;15;0;2021
8;811;43;13;0;2021
8;811;81;12;4;2021
8;811;81;13;2;2021
8;811;43;12;7;2021
8;811;43;9;6;2021
8;811;43;125;6;2021
8;811;43;70;11;2021
8;811;43;9;0;2021
8;811;43;41;3;2021
8;811;43;59;2;2021
8;811;81;26;1;2021
8;811;43;6;1;2021
8;811;81;24;4;2021
8;811;43;43;1;2021
8;811;43;17;2;2021
8;811;43;20;4;2021
8;811;43;25;2;2021
8;811;43;20;3;2021
8;811;43;18;0;2021
8;811;43;36;4;2021
8;810;11;201;28;2021
8;810;11;353;42;2021
8;810;11;380;23;2021
8;809;53;30;17;2021
8;809;53;10;8;2021
8;809;42;11;8;2021
8;809;53;26;37;2021
8;809;53;10;9;2021
8;809;51;30;4;2021
8;809;53;47;35;2021
8;809;51;37;0;2021
8;809;51;23;3;2021
8;809;44;16;3;2021
8;809;44;13;1;2021
8;809;44;23;2;2021
8;809;51;11;2;2021
8;809;51;10;0;2021
8;809;81;16;3;2021
8;809;81;8;1;2021
8;809;81;12;3;2021
8;809;81;11;0;2021
8;809;42;10;4;2021
8;809;42;8;3;2021
8;809;53;99;83;2021
8;809;53;26;23;2021
8;808;22;86;39;2021
8;808;22;66;8;2021
8;808;22;24;1;2021
8;808;22;41;3;2021
8;808;22;50;7;2021
8;808;22;59;18;2021
8;808;22;63;18;2021
8;808;22;41;4;2021
8;808;22;35;4;2021
8;808;22;18;1;2021
8;808;22;30;7;2021
8;808;22;9;2;2021
8;808;22;12;1;2021
8;808;22;17;1;2021
8;808;22;38;15;2021
8;808;22;49;6;2021
8;808;22;20;4;2021
8;808;22;19;2;2021
8;808;22;24;2;2021
8;808;22;15;0;2021
8;808;22;9;0;2021
8;808;22;19;6;2021
8;808;22;17;0;2021
8;808;22;6;4;2021
8;813;42;64;44;2021
8;813;42;44;84;2021
8;813;42;72;65;2021
8;813;42;33;28;2021
8;813;42;20;54;2021
8;813;42;35;18;2021
8;813;42;21;28;2021
8;813;42;36;62;2021
8;813;42;43;20;2021
8;813;42;22;41;2021
8;813;42;13;7;2021
8;813;42;17;7;2021
8;813;53;16;14;2021
8;813;53;9;4;2021
8;813;42;22;11;2021
8;813;42;12;7;2021
8;812;42;23;32;2021
8;812;53;11;3;2021
8;812;53;12;7;2021
8;812;42;18;21;2021
8;812;53;16;11;2021
8;812;42;12;38;2021
8;812;53;47;25;2021
8;812;53;29;16;2021
8;812;42;10;6;2021
8;812;42;8;1;2021
8;812;53;14;6;2021
8;812;53;9;3;2021
8;812;42;20;11;2021
8;812;42;11;5;2021
8;812;53;31;13;2021
8;812;53;20;13;2021
8;812;53;21;17;2021
8;812;41;17;2;2021
8;812;41;12;7;2021
8;812;41;14;4;2021
8;812;42;48;61;2021
8;812;42;104;116;2021
8;812;42;23;42;2021
8;812;53;108;111;2021
8;806;31;29;10;2021
8;806;21;108;7;2021
8;806;51;37;6;2021
8;806;21;22;4;2021
8;806;21;27;1;2021
8;806;21;38;1;2021
8;806;31;9;2;2021
8;806;31;9;3;2021
8;806;31;6;1;2021
8;806;31;9;2;2021
8;806;21;30;2;2021
8;806;21;14;2;2021
8;806;21;24;0;2021
8;806;31;6;4;2021
8;806;31;18;0;2021
8;806;21;35;1;2021
8;806;31;20;3;2021
8;806;31;8;0;2021
8;806;31;3;6;2021
8;806;21;8;0;2021
8;806;51;12;1;2021
8;804;71;142;52;2021
8;804;71;155;60;2021
8;804;71;155;60;2021
8;804;71;173;50;2021
8;804;71;176;67;2021
8;804;71;182;60;2021
8;804;71;13;2;2021
8;804;71;18;2;2021
8;804;71;11;2;2021
8;804;71;9;1;2021
8;804;71;16;3;2021
8;804;71;22;10;2021
8;804;71;13;0;2021
8;804;71;25;4;2021
8;804;71;12;1;2021
8;802;31;318;214;2021
8;802;34;281;128;2021
8;802;42;75;80;2021
8;802;31;187;71;2021
8;802;34;170;33;2021
8;802;31;127;35;2021
8;802;31;42;9;2021
8;802;34;37;8;2021
8;802;34;12;8;2021
8;802;34;21;3;2021
8;802;31;47;10;2021
8;802;31;12;4;2021
8;802;34;64;9;2021
8;802;31;87;20;2021
8;802;42;18;8;2021
8;802;42;11;2;2021
8;802;31;25;5;2021
8;802;31;30;3;2021
8;802;31;27;5;2021
8;802;34;22;9;2021
8;802;31;18;2;2021
8;802;31;14;6;2021
8;802;31;14;1;2021
8;802;34;16;2;2021
8;801;44;13;91;2021
8;801;44;21;36;2021
8;801;41;15;5;2021
8;801;42;49;98;2021
8;801;44;39;5;2021
8;801;44;28;5;2021
8;801;53;64;105;2021
8;801;44;20;10;2021
8;801;44;13;4;2021
8;801;53;14;12;2021
8;801;44;24;7;2021
8;801;44;24;0;2021
8;801;41;12;6;2021
8;801;41;16;5;2021
8;801;44;19;2;2021
8;801;44;20;2;2021
8;801;44;27;1;2021
8;801;44;13;10;2021
8;801;41;11;16;2021
8;801;44;15;1;2021
8;801;44;18;1;2021
8;801;41;10;11;2021
8;801;41;34;14;2021
8;801;42;32;49;2021
8;801;44;67;10;2021
8;801;44;47;26;2021
8;801;44;13;3;2021
8;801;44;11;5;2021
8;801;44;11;1;2021
8;801;53;63;63;2021
8;801;53;43;40;2021
8;801;53;81;32;2021
8;801;53;75;21;2021
8;801;41;3;2;2021
8;801;41;10;5;2021
8;801;41;11;2;2021
8;801;41;4;5;2021
8;801;42;12;11;2021
8;801;42;2;9;2021
8;801;44;20;12;2021
8;801;44;25;7;2021
8;801;44;29;2;2021
8;801;44;25;0;2021
8;801;44;14;2;2021
8;801;44;21;0;2021
8;801;42;15;7;2021
8;801;42;14;3;2021
8;801;41;8;2;2021
8;801;41;1;2;2021
8;801;41;6;3;2021
8;801;41;5;3;2021
8;801;41;4;4;2021
8;801;44;20;5;2021
8;801;44;16;4;2021
8;801;44;17;2;2021
8;801;44;17;2;2021
8;801;44;8;1;2021
8;801;44;11;4;2021
8;801;44;16;4;2021
8;801;44;23;1;2021
8;801;44;19;1;2021
8;801;44;6;0;2021
8;801;53;5;3;2021
8;801;53;7;9;2021
8;801;53;5;6;2021
8;801;53;9;2;2021
8;801;42;7;2;2021
8;801;42;3;4;2021
8;801;53;9;6;2021
8;801;42;41;61;2021
8;801;53;20;20;2021
8;801;44;11;4;2021
8;801;44;22;3;2021
8;801;53;20;20;2021
8;801;44;23;15;2021
8;801;44;29;19;2021
8;805;71;167;86;2021
8;805;71;168;63;2021
8;805;71;174;86;2021
8;805;71;175;73;2021
8;805;71;177;81;2021
8;805;71;168;84;2021
8;805;71;2;5;2021
8;805;71;4;0;2021
8;805;71;3;5;2021
8;805;71;12;1;2021
8;805;71;19;10;2021
8;805;71;21;7;2021
8;805;71;156;73;2021
8;805;71;140;56;2021
8;805;71;153;66;2021
8;805;71;163;51;2021
8;805;71;200;58;2021
8;805;71;160;60;2021
5;502;33;19;1;2021
5;502;33;8;2;2021
5;502;33;13;7;2021
5;502;33;8;0;2021
5;502;33;14;6;2021
5;502;33;5;1;2021
5;502;33;15;4;2021
5;502;33;9;3;2021
5;502;33;14;9;2021
5;502;33;11;1;2021
5;502;33;36;12;2021
5;502;33;59;24;2021
5;502;33;30;8;2021
5;502;33;33;4;2021
5;502;33;17;7;2021
5;502;33;16;36;2021
5;502;33;31;9;2021
5;502;33;8;16;2021
5;502;33;5;5;2021
5;502;33;4;2;2021
5;511;31;213;157;2021
5;511;31;240;136;2021
5;511;34;126;86;2021
5;511;34;115;32;2021
5;511;31;86;37;2021
5;511;31;20;1;2021
5;511;31;22;9;2021
5;511;34;15;5;2021
5;511;34;5;2;2021
5;511;34;47;11;2021
5;511;34;44;18;2021
5;511;31;7;6;2021
5;511;31;42;15;2021
5;511;31;107;57;2021
5;511;31;22;12;2021
5;511;31;19;9;2021
5;511;31;30;6;2021
5;511;31;28;4;2021
5;511;31;25;10;2021
5;511;31;21;9;2021
5;511;31;24;15;2021
5;511;31;22;10;2021
5;511;31;25;11;2021
5;511;31;18;3;2021
5;511;31;18;10;2021
5;511;31;17;12;2021
5;511;34;25;7;2021
5;511;34;15;8;2021
5;511;34;26;2;2021
5;511;34;33;3;2021
5;511;42;20;11;2021
5;511;42;25;9;2021
5;511;34;33;16;2021
5;511;34;23;4;2021
5;511;31;23;2;2021
5;511;31;19;5;2021
5;511;31;13;4;2021
5;511;31;5;0;2021
5;511;31;6;10;2021
5;511;31;6;2;2021
5;511;34;9;5;2021
5;511;31;5;5;2021
5;511;42;33;13;2021
5;511;42;15;2;2021
5;512;42;115;118;2021
5;512;42;73;68;2021
5;512;42;48;31;2021
5;512;42;34;11;2021
5;512;42;31;28;2021
5;512;42;19;23;2021
5;512;42;8;3;2021
5;512;31;34;15;2021
5;512;31;25;13;2021
5;512;42;17;12;2021
5;512;42;16;15;2021
5;512;42;16;10;2021
5;512;42;10;3;2021
5;512;42;12;10;2021
5;512;42;15;11;2021
5;512;31;7;6;2021
5;513;21;55;44;2021
5;513;21;76;15;2021
5;513;21;55;31;2021
5;513;21;25;9;2021
5;513;21;22;18;2021
5;513;21;9;3;2021
5;513;21;50;9;2021
5;513;21;34;16;2021
5;513;21;13;3;2021
5;513;21;9;2;2021
5;513;21;11;3;2021
5;513;21;9;6;2021
5;513;21;45;5;2021
5;513;21;14;1;2021
5;513;21;20;9;2021
5;513;21;16;10;2021
5;513;21;25;12;2021
5;513;21;35;7;2021
5;513;21;44;4;2021
5;513;21;41;2;2021
5;513;21;11;4;2021
5;513;21;20;6;2021
5;513;21;13;7;2021
5;513;21;17;8;2021
5;513;21;5;2;2021
5;513;21;12;3;2021
5;513;21;17;4;2021
5;513;21;24;5;2021
5;513;21;10;2;2021
5;513;21;8;3;2021
5;513;21;19;1;2021
5;513;21;4;1;2021
5;513;21;6;1;2021
5;513;21;11;1;2021
5;513;21;6;1;2021
5;513;21;10;2;2021
5;504;61;33;20;2021
5;504;61;44;17;2021
5;504;61;33;17;2021
5;504;61;48;9;2021
5;504;61;37;11;2021
5;510;42;27;17;2021
5;510;42;35;8;2021
5;510;42;22;13;2021
5;510;42;12;7;2021
5;510;42;37;28;2021
5;510;42;82;124;2021
5;510;42;77;74;2021
5;510;42;28;20;2021
5;510;42;45;15;2021
5;510;42;82;96;2021
5;506;31;24;13;2021
5;506;31;7;6;2021
5;506;31;7;4;2021
5;506;31;3;3;2021
5;506;31;3;1;2021
5;506;31;9;9;2021
5;506;31;3;3;2021
5;506;31;7;3;2021
5;506;31;7;6;2021
5;506;31;8;13;2021
5;506;31;14;3;2021
5;506;31;27;12;2021
5;506;31;14;5;2021
5;506;31;9;4;2021
5;506;31;32;8;2021
5;506;31;23;8;2021
5;506;31;31;5;2021
5;506;31;37;20;2021
5;506;31;48;19;2021
5;506;31;41;21;2021
5;506;31;54;19;2021
5;506;42;25;5;2021
5;506;31;376;235;2021
5;506;31;138;47;2021
5;506;31;216;95;2021
5;506;31;20;2;2021
5;506;31;22;11;2021
5;506;31;101;39;2021
5;506;31;20;4;2021
5;506;31;120;43;2021
5;506;31;32;15;2021
5;504;43;44;6;2021
5;504;43;83;5;2021
5;504;51;28;3;2021
5;504;43;31;2;2021
5;504;43;14;2;2021
5;504;51;48;4;2021
5;504;43;15;2;2021
5;504;43;33;0;2021
5;504;43;12;0;2021
5;504;43;14;0;2021
5;504;43;12;1;2021
5;504;43;30;2;2021
5;504;43;17;3;2021
5;504;43;13;0;2021
5;504;43;9;0;2021
5;504;43;26;1;2021
5;503;72;53;19;2021
5;503;72;33;6;2021
5;503;72;56;8;2021
5;503;72;18;3;2021
5;503;72;23;6;2021
5;503;72;15;2;2021
5;503;72;14;1;2021
5;508;33;78;19;2021
5;508;33;59;9;2021
5;508;33;69;5;2021
5;508;33;36;3;2021
5;508;33;49;6;2021
5;508;33;32;12;2021
5;508;33;12;2;2021
5;507;83;205;546;2021
5;507;83;11;58;2021
5;507;83;146;302;2021
5;507;83;98;159;2021
5;507;83;36;58;2021
5;507;83;20;13;2021
5;507;83;13;12;2021
5;507;83;18;17;2021
5;507;83;11;6;2021
5;507;83;14;11;2021
5;507;83;17;20;2021
5;507;83;12;7;2021
5;507;83;12;31;2021
5;507;83;5;14;2021
5;507;83;14;17;2021
5;507;83;3;10;2021
5;507;83;10;9;2021
5;501;22;153;33;2021
5;501;22;157;33;2021
5;501;22;86;24;2021
5;501;22;230;77;2021
5;501;22;108;23;2021
5;501;22;116;26;2021
5;501;22;129;22;2021
5;501;22;40;6;2021
5;501;22;28;4;2021
5;501;22;32;4;2021
5;501;22;34;0;2021
5;501;22;25;0;2021
5;501;22;48;6;2021
5;501;22;41;1;2021
5;501;22;28;3;2021
5;501;22;33;9;2021
5;501;22;17;0;2021
5;501;22;13;4;2021
5;501;22;68;26;2021
5;501;22;32;2;2021
5;501;22;4;2;2021
5;501;22;18;2;2021
5;501;22;4;0;2021
5;501;22;12;1;2021
5;501;34;52;35;2021
5;501;34;22;6;2021
5;501;34;55;24;2021
5;501;34;29;12;2021
5;501;34;24;3;2021
5;501;22;5;1;2021
5;501;34;33;12;2021
5;501;34;14;2;2021
5;501;44;14;2;2021
5;501;22;1;0;2021
5;501;22;14;0;2021
5;501;22;50;5;2021
5;501;22;39;5;2021
5;501;22;33;1;2021
5;501;22;3;0;2021
5;501;22;44;11;2021
5;501;22;35;2;2021
5;501;22;76;21;2021
5;501;22;72;19;2021
5;501;22;16;2;2021
5;501;22;15;0;2021
5;501;22;75;17;2021
5;501;22;35;7;2021
5;501;22;8;4;2021
5;501;22;31;5;2021
5;501;22;23;0;2021
5;501;22;15;0;2021
5;501;22;14;5;2021
5;501;22;12;3;2021
5;501;22;15;1;2021
5;501;22;15;2;2021
5;501;22;13;3;2021
5;501;22;15;3;2021
5;501;34;18;7;2021
5;501;34;20;7;2021
5;501;22;5;7;2021
5;501;22;23;13;2021
5;501;22;13;5;2021
5;501;22;9;4;2021
5;501;22;11;4;2021
5;501;22;16;8;2021
5;501;22;15;3;2021
5;501;22;69;14;2021
5;501;22;59;12;2021
5;501;34;23;4;2021
5;501;34;14;10;2021
5;501;22;5;11;2021
5;501;22;8;27;2021
5;501;22;4;9;2021
5;501;22;8;6;2021
5;501;22;10;3;2021
5;501;22;12;3;2021
5;501;22;4;1;2021
5;501;22;4;1;2021
5;501;22;8;1;2021
5;501;22;2;0;2021
5;501;22;2;0;2021
5;501;22;7;1;2021
5;501;22;16;3;2021
5;501;22;13;3;2021
5;501;22;10;8;2021
15;1501;31;8;6;2021
15;1501;31;60;51;2021
15;1501;31;8;9;2021
15;1501;31;29;31;2021
15;1501;42;10;33;2021
15;1501;42;4;15;2021
15;1501;31;9;4;2021
15;1501;31;31;20;2021
15;1501;81;11;5;2021
15;1501;31;10;27;2021
15;1501;81;66;32;2021
15;1501;81;58;35;2021
15;1501;42;11;14;2021
15;1501;42;8;16;2021
15;1501;42;23;28;2021
15;1501;42;27;22;2021
15;1501;83;7;28;2021
15;1501;83;2;3;2021
15;1501;42;21;28;2021
15;1501;83;4;11;2021
15;1501;41;25;24;2021
15;1501;41;5;9;2021
15;1501;42;6;30;2021
15;1501;42;6;19;2021
15;1501;42;8;12;2021
15;1501;83;13;21;2021
15;1501;31;37;31;2021
15;1501;42;18;29;2021
15;1501;42;11;27;2021
15;1501;42;14;17;2021
10;1006;31;317;180;2021
10;1006;34;24;13;2021
10;1006;31;167;84;2021
10;1006;34;9;1;2021
10;1006;31;14;5;2021
10;1006;31;26;8;2021
10;1006;31;32;16;2021
10;1006;31;10;3;2021
10;1006;31;43;17;2021
10;1006;31;37;18;2021
10;1006;31;25;8;2021
10;1006;31;9;0;2021
10;1006;31;9;3;2021
10;1006;31;13;8;2021
10;1006;31;3;0;2021
10;1006;31;5;1;2021
10;1006;31;5;1;2021
10;1006;31;29;11;2021
10;1006;31;23;3;2021
10;1006;31;29;10;2021
10;1006;31;3;1;2021
10;1006;31;26;8;2021
10;1006;31;10;4;2021
10;1006;31;32;8;2021
10;1006;31;9;4;2021
10;1006;31;30;10;2021
10;1006;31;7;9;2021
10;1006;31;23;8;2021
10;1006;31;10;6;2021
10;1006;31;85;26;2021
10;1006;34;11;2;2021
10;1018;42;35;30;2021
10;1018;34;161;64;2021
10;1018;31;281;148;2021
10;1018;42;2;3;2021
10;1018;34;49;14;2021
10;1018;31;124;54;2021
10;1018;31;116;43;2021
10;1018;42;29;9;2021
10;1018;31;38;10;2021
10;1018;31;31;35;2021
10;1018;31;15;7;2021
10;1018;34;40;15;2021
10;1018;31;56;16;2021
10;1018;31;47;11;2021
10;1018;31;6;4;2021
10;1018;31;18;12;2021
10;1018;31;58;30;2021
10;1018;31;27;11;2021
10;1018;31;23;10;2021
10;1018;31;16;5;2021
10;1018;31;10;1;2021
10;1018;34;12;5;2021
10;1018;31;42;13;2021
10;1018;31;11;1;2021
10;1018;31;9;5;2021
10;1018;31;8;1;2021
10;1018;31;7;0;2021
10;1018;34;4;1;2021
10;1019;71;33;6;2021
10;1019;71;29;5;2021
10;1019;71;29;7;2021
10;1019;71;28;5;2021
10;1019;71;17;6;2021
10;1019;71;17;3;2021
10;1019;71;41;0;2021
10;1019;71;26;8;2021
10;1019;71;29;2;2021
10;1019;71;24;5;2021
10;1019;71;24;4;2021
10;1019;71;10;5;2021
10;1019;71;38;0;2021
10;1019;71;14;7;2021
10;1019;71;8;1;2021
10;1019;71;27;8;2021
10;1019;71;34;1;2021
10;1019;71;23;8;2021
10;1019;71;31;7;2021
10;1019;71;9;5;2021
10;1019;71;29;0;2021
10;1019;72;21;0;2021
10;1017;42;15;13;2021
